銷售單號,SKU,客戶,出貨量,出貨日
SO-20250816-06314,S-1031,C-031,5,2025-08-16
SO-20250816-06315,S-1032,C-002,4,2025-08-16
SO-20250816-06316,S-1033,C-037,1,2025-08-16
SO-20250816-06317,S-1034,C-012,1,2025-08-16
SO-20250816-06318,S-1034,C-006,2,2025-08-16
SO-20250816-06319,S-1034,C-031,4,2025-08-16
SO-20250816-06320,S-1035,C-032,6,2025-08-16
SO-20250816-06321,S-1035,C-021,1,2025-08-16
SO-20250816-06322,S-1035,C-032,2,2025-08-16
SO-20250816-06323,S-1035,C-022,6,2025-08-16
SO-20250816-06324,S-1035,C-002,1,2025-08-16
SO-20250816-06325,S-1036,C-005,6,2025-08-16
SO-20250816-06326,S-1036,C-024,6,2025-08-16
SO-20250816-06327,S-1038,C-030,4,2025-08-16
SO-20250816-06328,S-1039,C-005,2,2025-08-16
SO-20250816-06329,S-1039,C-017,4,2025-08-16
SO-20250816-06330,S-1040,C-020,3,2025-08-16
SO-20250816-06331,S-1040,C-023,3,2025-08-16
SO-20250816-06332,S-1040,C-037,1,2025-08-16
SO-20250816-06333,S-1042,C-008,6,2025-08-16
SO-20250816-06334,S-1042,C-039,3,2025-08-16
SO-20250816-06335,S-1042,C-026,6,2025-08-16
SO-20250816-06336,S-1043,C-004,3,2025-08-16
SO-20250816-06337,S-1044,C-018,5,2025-08-16
SO-20250816-06338,S-1044,C-017,4,2025-08-16
SO-20250816-06339,S-1044,C-007,4,2025-08-16
SO-20250816-06340,S-1045,C-019,3,2025-08-16
SO-20250816-06341,S-1045,C-009,1,2025-08-16
SO-20250816-06342,S-1045,C-007,8,2025-08-16
SO-20250816-06343,S-1046,C-002,9,2025-08-16
SO-20250816-06344,S-1046,C-028,1,2025-08-16
SO-20250816-06345,S-1047,C-032,2,2025-08-16
SO-20250816-06346,S-1047,C-030,4,2025-08-16
SO-20250816-06347,S-1047,C-012,5,2025-08-16
SO-20250816-06348,S-1047,C-030,2,2025-08-16
SO-20250816-06349,S-1047,C-008,2,2025-08-16
SO-20250816-06350,S-1047,C-038,3,2025-08-16
SO-20250816-06351,S-1048,C-006,6,2025-08-16
SO-20250816-06352,S-1048,C-002,4,2025-08-16
SO-20250817-06353,S-1001,C-021,4,2025-08-17
SO-20250817-06354,S-1001,C-023,3,2025-08-17
SO-20250817-06355,S-1001,C-038,1,2025-08-17
SO-20250817-06356,S-1002,C-018,6,2025-08-17
SO-20250817-06357,S-1002,C-010,2,2025-08-17
SO-20250817-06358,S-1002,C-008,4,2025-08-17
SO-20250817-06359,S-1002,C-028,2,2025-08-17
SO-20250817-06360,S-1002,C-038,5,2025-08-17
SO-20250817-06361,S-1002,C-016,5,2025-08-17
SO-20250817-06362,S-1002,C-015,6,2025-08-17
SO-20250817-06363,S-1002,C-014,3,2025-08-17
SO-20250817-06364,S-1003,C-040,3,2025-08-17
SO-20250817-06365,S-1003,C-024,4,2025-08-17
SO-20250817-06366,S-1003,C-012,4,2025-08-17
SO-20250817-06367,S-1004,C-018,3,2025-08-17
SO-20250817-06368,S-1005,C-014,1,2025-08-17
SO-20250817-06369,S-1005,C-033,4,2025-08-17
SO-20250817-06370,S-1005,C-007,3,2025-08-17
SO-20250817-06371,S-1005,C-033,3,2025-08-17
SO-20250817-06372,S-1005,C-027,6,2025-08-17
SO-20250817-06373,S-1005,C-004,7,2025-08-17
SO-20250817-06374,S-1010,C-003,3,2025-08-17
SO-20250817-06375,S-1011,C-021,5,2025-08-17
SO-20250817-06376,S-1011,C-017,2,2025-08-17
SO-20250817-06377,S-1012,C-028,9,2025-08-17
SO-20250817-06378,S-1012,C-024,4,2025-08-17
SO-20250817-06379,S-1012,C-007,5,2025-08-17
SO-20250817-06380,S-1013,C-025,1,2025-08-17
SO-20250817-06381,S-1014,C-024,4,2025-08-17
SO-20250817-06382,S-1014,C-038,2,2025-08-17
SO-20250817-06383,S-1014,C-024,1,2025-08-17
SO-20250817-06384,S-1016,C-038,5,2025-08-17
SO-20250817-06385,S-1016,C-011,3,2025-08-17
SO-20250817-06386,S-1016,C-037,5,2025-08-17
SO-20250817-06387,S-1017,C-034,4,2025-08-17
SO-20250817-06388,S-1021,C-004,6,2025-08-17
SO-20250817-06389,S-1021,C-022,6,2025-08-17
SO-20250817-06390,S-1021,C-026,1,2025-08-17
SO-20250817-06391,S-1022,C-022,6,2025-08-17
SO-20250817-06392,S-1022,C-038,6,2025-08-17
SO-20250817-06393,S-1022,C-001,4,2025-08-17
SO-20250817-06394,S-1022,C-024,2,2025-08-17
SO-20250817-06395,S-1022,C-039,2,2025-08-17
SO-20250817-06396,S-1022,C-030,3,2025-08-17
SO-20250817-06397,S-1023,C-018,2,2025-08-17
SO-20250817-06398,S-1024,C-030,7,2025-08-17
SO-20250817-06399,S-1024,C-017,9,2025-08-17
SO-20250817-06400,S-1024,C-020,3,2025-08-17
SO-20250817-06401,S-1024,C-018,5,2025-08-17
SO-20250817-06402,S-1026,C-036,6,2025-08-17
SO-20250817-06403,S-1026,C-002,6,2025-08-17
SO-20250817-06404,S-1028,C-023,7,2025-08-17
SO-20250817-06405,S-1028,C-002,4,2025-08-17
SO-20250817-06406,S-1029,C-034,3,2025-08-17
SO-20250817-06407,S-1029,C-002,4,2025-08-17
SO-20250817-06408,S-1030,C-003,4,2025-08-17
SO-20250817-06409,S-1030,C-010,6,2025-08-17
SO-20250817-06410,S-1033,C-006,4,2025-08-17
SO-20250817-06411,S-1034,C-001,2,2025-08-17
SO-20250817-06412,S-1035,C-002,6,2025-08-17
SO-20250817-06413,S-1035,C-031,1,2025-08-17
SO-20250817-06414,S-1035,C-001,3,2025-08-17
SO-20250817-06415,S-1035,C-026,2,2025-08-17
SO-20250817-06416,S-1035,C-006,1,2025-08-17
SO-20250817-06417,S-1035,C-017,4,2025-08-17
SO-20250817-06418,S-1038,C-002,4,2025-08-17
SO-20250817-06419,S-1038,C-010,3,2025-08-17
SO-20250817-06420,S-1040,C-026,2,2025-08-17
SO-20250817-06421,S-1040,C-002,1,2025-08-17
SO-20250817-06422,S-1040,C-009,8,2025-08-17
SO-20250817-06423,S-1041,C-024,1,2025-08-17
SO-20250817-06424,S-1042,C-024,8,2025-08-17
SO-20250817-06425,S-1042,C-020,1,2025-08-17
SO-20250817-06426,S-1042,C-032,4,2025-08-17
SO-20250817-06427,S-1042,C-025,1,2025-08-17
SO-20250817-06428,S-1043,C-040,4,2025-08-17
SO-20250817-06429,S-1044,C-020,4,2025-08-17
SO-20250817-06430,S-1044,C-023,3,2025-08-17
SO-20250817-06431,S-1044,C-033,2,2025-08-17
SO-20250817-06432,S-1044,C-022,4,2025-08-17
SO-20250817-06433,S-1044,C-011,5,2025-08-17
SO-20250817-06434,S-1045,C-021,2,2025-08-17
SO-20250817-06435,S-1045,C-024,7,2025-08-17
SO-20250817-06436,S-1045,C-038,2,2025-08-17
SO-20250817-06437,S-1046,C-024,5,2025-08-17
SO-20250817-06438,S-1046,C-036,3,2025-08-17
SO-20250817-06439,S-1047,C-034,5,2025-08-17
SO-20250817-06440,S-1047,C-031,3,2025-08-17
SO-20250817-06441,S-1048,C-032,3,2025-08-17
SO-20250817-06442,S-1048,C-038,4,2025-08-17
SO-20250817-06443,S-1048,C-033,4,2025-08-17
SO-20250817-06444,S-1049,C-001,7,2025-08-17
SO-20250817-06445,S-1049,C-029,5,2025-08-17
SO-20250817-06446,S-1049,C-040,4,2025-08-17
SO-20250817-06447,S-1050,C-029,3,2025-08-17
SO-20250818-06448,S-1001,C-014,1,2025-08-18
SO-20250818-06449,S-1001,C-026,7,2025-08-18
SO-20250818-06450,S-1001,C-007,3,2025-08-18
SO-20250818-06451,S-1002,C-030,7,2025-08-18
SO-20250818-06452,S-1002,C-008,7,2025-08-18
SO-20250818-06453,S-1002,C-036,1,2025-08-18
SO-20250818-06454,S-1002,C-020,5,2025-08-18
SO-20250818-06455,S-1002,C-024,4,2025-08-18
SO-20250818-06456,S-1002,C-018,6,2025-08-18
SO-20250818-06457,S-1003,C-009,2,2025-08-18
SO-20250818-06458,S-1003,C-039,5,2025-08-18
SO-20250818-06459,S-1003,C-027,4,2025-08-18
SO-20250818-06460,S-1003,C-009,5,2025-08-18
SO-20250818-06461,S-1003,C-003,2,2025-08-18
SO-20250818-06462,S-1003,C-001,2,2025-08-18
SO-20250818-06463,S-1004,C-001,3,2025-08-18
SO-20250818-06464,S-1005,C-024,3,2025-08-18
SO-20250818-06465,S-1005,C-009,3,2025-08-18
SO-20250818-06466,S-1005,C-037,6,2025-08-18
SO-20250818-06467,S-1008,C-014,2,2025-08-18
SO-20250818-06468,S-1011,C-027,6,2025-08-18
SO-20250818-06469,S-1011,C-017,1,2025-08-18
SO-20250818-06470,S-1011,C-002,3,2025-08-18
SO-20250818-06471,S-1012,C-030,2,2025-08-18
SO-20250818-06472,S-1014,C-007,5,2025-08-18
SO-20250818-06473,S-1014,C-040,1,2025-08-18
SO-20250818-06474,S-1014,C-030,3,2025-08-18
SO-20250818-06475,S-1015,C-010,3,2025-08-18
SO-20250818-06476,S-1016,C-019,3,2025-08-18
SO-20250818-06477,S-1016,C-036,3,2025-08-18
SO-20250818-06478,S-1016,C-031,5,2025-08-18
SO-20250818-06479,S-1017,C-011,1,2025-08-18
SO-20250818-06480,S-1017,C-001,4,2025-08-18
SO-20250818-06481,S-1017,C-033,1,2025-08-18
SO-20250818-06482,S-1019,C-034,2,2025-08-18
SO-20250818-06483,S-1019,C-001,4,2025-08-18
SO-20250818-06484,S-1019,C-032,7,2025-08-18
SO-20250818-06485,S-1020,C-015,3,2025-08-18
SO-20250818-06486,S-1020,C-010,3,2025-08-18
SO-20250818-06487,S-1021,C-011,4,2025-08-18
SO-20250818-06488,S-1021,C-002,4,2025-08-18
SO-20250818-06489,S-1021,C-016,3,2025-08-18
SO-20250818-06490,S-1021,C-014,3,2025-08-18
SO-20250818-06491,S-1022,C-001,5,2025-08-18
SO-20250818-06492,S-1022,C-023,5,2025-08-18
SO-20250818-06493,S-1022,C-001,1,2025-08-18
SO-20250818-06494,S-1022,C-033,4,2025-08-18
SO-20250818-06495,S-1023,C-021,4,2025-08-18
SO-20250818-06496,S-1024,C-006,2,2025-08-18
SO-20250818-06497,S-1024,C-003,1,2025-08-18
SO-20250818-06498,S-1026,C-018,1,2025-08-18
SO-20250818-06499,S-1026,C-038,2,2025-08-18
SO-20250818-06500,S-1026,C-014,1,2025-08-18
SO-20250818-06501,S-1026,C-033,4,2025-08-18
SO-20250818-06502,S-1026,C-024,3,2025-08-18
SO-20250818-06503,S-1028,C-018,2,2025-08-18
SO-20250818-06504,S-1028,C-028,1,2025-08-18
SO-20250818-06505,S-1030,C-007,1,2025-08-18
SO-20250818-06506,S-1030,C-037,7,2025-08-18
SO-20250818-06507,S-1031,C-031,1,2025-08-18
SO-20250818-06508,S-1031,C-007,4,2025-08-18
SO-20250818-06509,S-1031,C-004,3,2025-08-18
SO-20250818-06510,S-1031,C-037,3,2025-08-18
SO-20250818-06511,S-1031,C-023,5,2025-08-18
SO-20250818-06512,S-1031,C-004,2,2025-08-18
SO-20250818-06513,S-1033,C-003,6,2025-08-18
SO-20250818-06514,S-1033,C-024,1,2025-08-18
SO-20250818-06515,S-1033,C-032,6,2025-08-18
SO-20250818-06516,S-1035,C-010,6,2025-08-18
SO-20250818-06517,S-1035,C-020,4,2025-08-18
SO-20250818-06518,S-1035,C-019,5,2025-08-18
SO-20250818-06519,S-1035,C-011,2,2025-08-18
SO-20250818-06520,S-1037,C-011,1,2025-08-18
SO-20250818-06521,S-1037,C-004,1,2025-08-18
SO-20250818-06522,S-1038,C-040,3,2025-08-18
SO-20250818-06523,S-1038,C-006,3,2025-08-18
SO-20250818-06524,S-1039,C-003,3,2025-08-18
SO-20250818-06525,S-1039,C-007,1,2025-08-18
SO-20250818-06526,S-1040,C-006,7,2025-08-18
SO-20250818-06527,S-1040,C-012,1,2025-08-18
SO-20250818-06528,S-1043,C-002,3,2025-08-18
SO-20250818-06529,S-1044,C-024,3,2025-08-18
SO-20250818-06530,S-1044,C-019,7,2025-08-18
SO-20250818-06531,S-1044,C-036,5,2025-08-18
SO-20250818-06532,S-1044,C-009,2,2025-08-18
SO-20250818-06533,S-1045,C-004,1,2025-08-18
SO-20250818-06534,S-1045,C-017,2,2025-08-18
SO-20250818-06535,S-1045,C-013,3,2025-08-18
SO-20250818-06536,S-1045,C-002,2,2025-08-18
SO-20250818-06537,S-1045,C-028,3,2025-08-18
SO-20250818-06538,S-1046,C-002,6,2025-08-18
SO-20250818-06539,S-1047,C-037,2,2025-08-18
SO-20250818-06540,S-1048,C-031,5,2025-08-18
SO-20250818-06541,S-1048,C-033,8,2025-08-18
SO-20250818-06542,S-1048,C-034,1,2025-08-18
SO-20250818-06543,S-1048,C-001,2,2025-08-18
SO-20250818-06544,S-1048,C-013,4,2025-08-18
SO-20250818-06545,S-1049,C-024,4,2025-08-18
SO-20250818-06546,S-1049,C-029,3,2025-08-18
SO-20250818-06547,S-1049,C-031,4,2025-08-18
SO-20250818-06548,S-1050,C-003,4,2025-08-18
SO-20250819-06549,S-1001,C-034,1,2025-08-19
SO-20250819-06550,S-1001,C-036,5,2025-08-19
SO-20250819-06551,S-1001,C-028,2,2025-08-19
SO-20250819-06552,S-1002,C-004,5,2025-08-19
SO-20250819-06553,S-1002,C-015,1,2025-08-19
SO-20250819-06554,S-1002,C-027,4,2025-08-19
SO-20250819-06555,S-1003,C-014,2,2025-08-19
SO-20250819-06556,S-1003,C-039,4,2025-08-19
SO-20250819-06557,S-1004,C-010,3,2025-08-19
SO-20250819-06558,S-1005,C-024,7,2025-08-19
SO-20250819-06559,S-1005,C-020,4,2025-08-19
SO-20250819-06560,S-1006,C-027,1,2025-08-19
SO-20250819-06561,S-1008,C-039,6,2025-08-19
SO-20250819-06562,S-1008,C-020,1,2025-08-19
SO-20250819-06563,S-1013,C-006,1,2025-08-19
SO-20250819-06564,S-1014,C-040,2,2025-08-19
SO-20250819-06565,S-1014,C-029,4,2025-08-19
SO-20250819-06566,S-1014,C-015,2,2025-08-19
SO-20250819-06567,S-1014,C-015,4,2025-08-19
SO-20250819-06568,S-1016,C-008,4,2025-08-19
SO-20250819-06569,S-1016,C-007,4,2025-08-19
SO-20250819-06570,S-1020,C-038,4,2025-08-19
SO-20250819-06571,S-1020,C-029,6,2025-08-19
SO-20250819-06572,S-1020,C-003,3,2025-08-19
SO-20250819-06573,S-1021,C-032,2,2025-08-19
SO-20250819-06574,S-1021,C-014,6,2025-08-19
SO-20250819-06575,S-1022,C-016,5,2025-08-19
SO-20250819-06576,S-1022,C-010,5,2025-08-19
SO-20250819-06577,S-1022,C-017,4,2025-08-19
SO-20250819-06578,S-1022,C-035,5,2025-08-19
SO-20250819-06579,S-1023,C-036,5,2025-08-19
SO-20250819-06580,S-1023,C-009,5,2025-08-19
SO-20250819-06581,S-1023,C-005,5,2025-08-19
SO-20250819-06582,S-1023,C-007,4,2025-08-19
SO-20250819-06583,S-1024,C-038,2,2025-08-19
SO-20250819-06584,S-1024,C-030,3,2025-08-19
SO-20250819-06585,S-1025,C-010,4,2025-08-19
SO-20250819-06586,S-1026,C-030,1,2025-08-19
SO-20250819-06587,S-1026,C-001,7,2025-08-19
SO-20250819-06588,S-1026,C-005,1,2025-08-19
SO-20250819-06589,S-1026,C-004,7,2025-08-19
SO-20250819-06590,S-1029,C-002,1,2025-08-19
SO-20250819-06591,S-1030,C-025,2,2025-08-19
SO-20250819-06592,S-1031,C-007,4,2025-08-19
SO-20250819-06593,S-1031,C-032,1,2025-08-19
SO-20250819-06594,S-1031,C-003,1,2025-08-19
SO-20250819-06595,S-1032,C-022,1,2025-08-19
SO-20250819-06596,S-1033,C-024,4,2025-08-19
SO-20250819-06597,S-1033,C-014,1,2025-08-19
SO-20250819-06598,S-1034,C-026,3,2025-08-19
SO-20250819-06599,S-1034,C-028,1,2025-08-19
SO-20250819-06600,S-1035,C-036,6,2025-08-19
SO-20250819-06601,S-1035,C-017,4,2025-08-19
SO-20250819-06602,S-1035,C-009,1,2025-08-19
SO-20250819-06603,S-1035,C-016,6,2025-08-19
SO-20250819-06604,S-1035,C-001,2,2025-08-19
SO-20250819-06605,S-1036,C-018,2,2025-08-19
SO-20250819-06606,S-1038,C-015,2,2025-08-19
SO-20250819-06607,S-1038,C-014,6,2025-08-19
SO-20250819-06608,S-1040,C-007,6,2025-08-19
SO-20250819-06609,S-1040,C-011,2,2025-08-19
SO-20250819-06610,S-1042,C-024,2,2025-08-19
SO-20250819-06611,S-1044,C-018,6,2025-08-19
SO-20250819-06612,S-1044,C-022,4,2025-08-19
SO-20250819-06613,S-1047,C-001,3,2025-08-19
SO-20250819-06614,S-1047,C-021,5,2025-08-19
SO-20250819-06615,S-1047,C-003,3,2025-08-19
SO-20250819-06616,S-1048,C-032,7,2025-08-19
SO-20250819-06617,S-1048,C-039,5,2025-08-19
SO-20250819-06618,S-1049,C-039,2,2025-08-19
SO-20250819-06619,S-1050,C-035,7,2025-08-19
SO-20250820-06620,S-1001,C-017,2,2025-08-20
SO-20250820-06621,S-1001,C-003,3,2025-08-20
SO-20250820-06622,S-1001,C-037,3,2025-08-20
SO-20250820-06623,S-1001,C-013,3,2025-08-20
SO-20250820-06624,S-1003,C-011,7,2025-08-20
SO-20250820-06625,S-1004,C-031,3,2025-08-20
SO-20250820-06626,S-1004,C-019,5,2025-08-20
SO-20250820-06627,S-1005,C-009,5,2025-08-20
SO-20250820-06628,S-1006,C-027,2,2025-08-20
SO-20250820-06629,S-1009,C-004,3,2025-08-20
SO-20250820-06630,S-1010,C-029,1,2025-08-20
SO-20250820-06631,S-1011,C-004,4,2025-08-20
SO-20250820-06632,S-1011,C-017,5,2025-08-20
SO-20250820-06633,S-1011,C-014,4,2025-08-20
SO-20250820-06634,S-1013,C-018,3,2025-08-20
SO-20250820-06635,S-1013,C-032,2,2025-08-20
SO-20250820-06636,S-1014,C-038,5,2025-08-20
SO-20250820-06637,S-1014,C-019,4,2025-08-20
SO-20250820-06638,S-1014,C-014,1,2025-08-20
SO-20250820-06639,S-1016,C-017,1,2025-08-20
SO-20250820-06640,S-1016,C-029,4,2025-08-20
SO-20250820-06641,S-1020,C-025,8,2025-08-20
SO-20250820-06642,S-1021,C-001,3,2025-08-20
SO-20250820-06643,S-1021,C-004,2,2025-08-20
SO-20250820-06644,S-1021,C-016,2,2025-08-20
SO-20250820-06645,S-1022,C-003,3,2025-08-20
SO-20250820-06646,S-1022,C-007,2,2025-08-20
SO-20250820-06647,S-1022,C-018,1,2025-08-20
SO-20250820-06648,S-1022,C-025,4,2025-08-20
SO-20250820-06649,S-1023,C-015,1,2025-08-20
SO-20250820-06650,S-1023,C-035,1,2025-08-20
SO-20250820-06651,S-1025,C-012,5,2025-08-20
SO-20250820-06652,S-1026,C-028,4,2025-08-20
SO-20250820-06653,S-1026,C-001,6,2025-08-20
SO-20250820-06654,S-1026,C-039,1,2025-08-20
SO-20250820-06655,S-1028,C-006,7,2025-08-20
SO-20250820-06656,S-1029,C-001,3,2025-08-20
SO-20250820-06657,S-1030,C-020,3,2025-08-20
SO-20250820-06658,S-1030,C-039,6,2025-08-20
SO-20250820-06659,S-1031,C-037,3,2025-08-20
SO-20250820-06660,S-1033,C-024,3,2025-08-20
SO-20250820-06661,S-1033,C-009,2,2025-08-20
SO-20250820-06662,S-1034,C-032,2,2025-08-20
SO-20250820-06663,S-1034,C-010,1,2025-08-20
SO-20250820-06664,S-1034,C-032,6,2025-08-20
SO-20250820-06665,S-1035,C-036,1,2025-08-20
SO-20250820-06666,S-1035,C-037,1,2025-08-20
SO-20250820-06667,S-1035,C-003,4,2025-08-20
SO-20250820-06668,S-1035,C-008,1,2025-08-20
SO-20250820-06669,S-1035,C-008,2,2025-08-20
SO-20250820-06670,S-1036,C-015,3,2025-08-20
SO-20250820-06671,S-1036,C-032,3,2025-08-20
SO-20250820-06672,S-1036,C-031,2,2025-08-20
SO-20250820-06673,S-1036,C-022,6,2025-08-20
SO-20250820-06674,S-1037,C-005,1,2025-08-20
SO-20250820-06675,S-1038,C-038,2,2025-08-20
SO-20250820-06676,S-1038,C-008,6,2025-08-20
SO-20250820-06677,S-1038,C-023,3,2025-08-20
SO-20250820-06678,S-1039,C-009,2,2025-08-20
SO-20250820-06679,S-1039,C-016,1,2025-08-20
SO-20250820-06680,S-1040,C-003,2,2025-08-20
SO-20250820-06681,S-1040,C-033,4,2025-08-20
SO-20250820-06682,S-1041,C-016,3,2025-08-20
SO-20250820-06683,S-1042,C-009,3,2025-08-20
SO-20250820-06684,S-1042,C-034,2,2025-08-20
SO-20250820-06685,S-1042,C-035,3,2025-08-20
SO-20250820-06686,S-1042,C-018,7,2025-08-20
SO-20250820-06687,S-1044,C-010,5,2025-08-20
SO-20250820-06688,S-1044,C-004,6,2025-08-20
SO-20250820-06689,S-1044,C-036,2,2025-08-20
SO-20250820-06690,S-1044,C-013,3,2025-08-20
SO-20250820-06691,S-1044,C-003,4,2025-08-20
SO-20250820-06692,S-1045,C-009,3,2025-08-20
SO-20250820-06693,S-1045,C-019,5,2025-08-20
SO-20250820-06694,S-1046,C-023,4,2025-08-20
SO-20250820-06695,S-1046,C-014,7,2025-08-20
SO-20250820-06696,S-1046,C-016,6,2025-08-20
SO-20250820-06697,S-1047,C-013,2,2025-08-20
SO-20250820-06698,S-1048,C-023,1,2025-08-20
SO-20250820-06699,S-1048,C-030,7,2025-08-20
SO-20250821-06700,S-1002,C-002,4,2025-08-21
SO-20250821-06701,S-1002,C-040,6,2025-08-21
SO-20250821-06702,S-1002,C-012,4,2025-08-21
SO-20250821-06703,S-1002,C-039,1,2025-08-21
SO-20250821-06704,S-1005,C-004,5,2025-08-21
SO-20250821-06705,S-1005,C-005,7,2025-08-21
SO-20250821-06706,S-1005,C-003,1,2025-08-21
SO-20250821-06707,S-1005,C-015,5,2025-08-21
SO-20250821-06708,S-1005,C-013,7,2025-08-21
SO-20250821-06709,S-1008,C-012,7,2025-08-21
SO-20250821-06710,S-1008,C-020,4,2025-08-21
SO-20250821-06711,S-1010,C-023,5,2025-08-21
SO-20250821-06712,S-1011,C-016,4,2025-08-21
SO-20250821-06713,S-1012,C-017,2,2025-08-21
SO-20250821-06714,S-1012,C-023,1,2025-08-21
SO-20250821-06715,S-1013,C-005,3,2025-08-21
SO-20250821-06716,S-1015,C-032,4,2025-08-21
SO-20250821-06717,S-1016,C-037,4,2025-08-21
SO-20250821-06718,S-1016,C-023,3,2025-08-21
SO-20250821-06719,S-1017,C-011,8,2025-08-21
SO-20250821-06720,S-1017,C-010,1,2025-08-21
SO-20250821-06721,S-1017,C-003,1,2025-08-21
SO-20250821-06722,S-1017,C-025,6,2025-08-21
SO-20250821-06723,S-1018,C-029,3,2025-08-21
SO-20250821-06724,S-1019,C-021,2,2025-08-21
SO-20250821-06725,S-1019,C-018,4,2025-08-21
SO-20250821-06726,S-1019,C-012,3,2025-08-21
SO-20250821-06727,S-1021,C-020,2,2025-08-21
SO-20250821-06728,S-1021,C-027,5,2025-08-21
SO-20250821-06729,S-1021,C-025,5,2025-08-21
SO-20250821-06730,S-1021,C-033,4,2025-08-21
SO-20250821-06731,S-1022,C-024,3,2025-08-21
SO-20250821-06732,S-1024,C-037,4,2025-08-21
SO-20250821-06733,S-1024,C-010,3,2025-08-21
SO-20250821-06734,S-1024,C-003,1,2025-08-21
SO-20250821-06735,S-1024,C-013,2,2025-08-21
SO-20250821-06736,S-1024,C-006,3,2025-08-21
SO-20250821-06737,S-1026,C-011,8,2025-08-21
SO-20250821-06738,S-1026,C-014,6,2025-08-21
SO-20250821-06739,S-1026,C-012,2,2025-08-21
SO-20250821-06740,S-1028,C-010,1,2025-08-21
SO-20250821-06741,S-1028,C-014,3,2025-08-21
SO-20250821-06742,S-1029,C-026,6,2025-08-21
SO-20250821-06743,S-1029,C-032,4,2025-08-21
SO-20250821-06744,S-1030,C-031,4,2025-08-21
SO-20250821-06745,S-1030,C-032,1,2025-08-21
SO-20250821-06746,S-1031,C-024,1,2025-08-21
SO-20250821-06747,S-1031,C-027,4,2025-08-21
SO-20250821-06748,S-1031,C-006,5,2025-08-21
SO-20250821-06749,S-1031,C-031,4,2025-08-21
SO-20250821-06750,S-1032,C-004,5,2025-08-21
SO-20250821-06751,S-1033,C-039,4,2025-08-21
SO-20250821-06752,S-1033,C-008,7,2025-08-21
SO-20250821-06753,S-1033,C-003,4,2025-08-21
SO-20250821-06754,S-1033,C-030,4,2025-08-21
SO-20250821-06755,S-1034,C-011,2,2025-08-21
SO-20250821-06756,S-1034,C-018,4,2025-08-21
SO-20250821-06757,S-1035,C-033,6,2025-08-21
SO-20250821-06758,S-1035,C-028,4,2025-08-21
SO-20250821-06759,S-1035,C-001,2,2025-08-21
SO-20250821-06760,S-1035,C-013,1,2025-08-21
SO-20250821-06761,S-1036,C-025,4,2025-08-21
SO-20250821-06762,S-1036,C-014,3,2025-08-21
SO-20250821-06763,S-1036,C-021,5,2025-08-21
SO-20250821-06764,S-1038,C-008,7,2025-08-21
SO-20250821-06765,S-1039,C-017,6,2025-08-21
SO-20250821-06766,S-1040,C-011,9,2025-08-21
SO-20250821-06767,S-1040,C-002,2,2025-08-21
SO-20250821-06768,S-1040,C-012,2,2025-08-21
SO-20250821-06769,S-1040,C-019,4,2025-08-21
SO-20250821-06770,S-1042,C-018,6,2025-08-21
SO-20250821-06771,S-1042,C-015,6,2025-08-21
SO-20250821-06772,S-1043,C-025,5,2025-08-21
SO-20250821-06773,S-1043,C-004,2,2025-08-21
SO-20250821-06774,S-1044,C-036,3,2025-08-21
SO-20250821-06775,S-1044,C-028,2,2025-08-21
SO-20250821-06776,S-1044,C-036,6,2025-08-21
SO-20250821-06777,S-1045,C-012,6,2025-08-21
SO-20250821-06778,S-1045,C-013,4,2025-08-21
SO-20250821-06779,S-1045,C-022,3,2025-08-21
SO-20250821-06780,S-1047,C-037,1,2025-08-21
SO-20250821-06781,S-1047,C-028,5,2025-08-21
SO-20250821-06782,S-1048,C-033,7,2025-08-21
SO-20250821-06783,S-1048,C-006,2,2025-08-21
SO-20250821-06784,S-1049,C-037,1,2025-08-21
SO-20250821-06785,S-1050,C-036,9,2025-08-21
SO-20250821-06786,S-1050,C-005,6,2025-08-21
SO-20250822-06787,S-1001,C-012,2,2025-08-22
SO-20250822-06788,S-1001,C-025,5,2025-08-22
SO-20250822-06789,S-1002,C-012,5,2025-08-22
SO-20250822-06790,S-1002,C-012,2,2025-08-22
SO-20250822-06791,S-1002,C-040,2,2025-08-22
SO-20250822-06792,S-1002,C-017,6,2025-08-22
SO-20250822-06793,S-1002,C-018,2,2025-08-22
SO-20250822-06794,S-1002,C-019,4,2025-08-22
SO-20250822-06795,S-1002,C-008,2,2025-08-22
SO-20250822-06796,S-1003,C-024,1,2025-08-22
SO-20250822-06797,S-1003,C-030,5,2025-08-22
SO-20250822-06798,S-1003,C-034,3,2025-08-22
SO-20250822-06799,S-1004,C-001,2,2025-08-22
SO-20250822-06800,S-1005,C-035,5,2025-08-22
SO-20250822-06801,S-1006,C-039,6,2025-08-22
SO-20250822-06802,S-1008,C-039,4,2025-08-22
SO-20250822-06803,S-1010,C-024,3,2025-08-22
SO-20250822-06804,S-1012,C-002,2,2025-08-22
SO-20250822-06805,S-1012,C-029,3,2025-08-22
SO-20250822-06806,S-1012,C-011,4,2025-08-22
SO-20250822-06807,S-1012,C-028,3,2025-08-22
SO-20250822-06808,S-1013,C-028,7,2025-08-22
SO-20250822-06809,S-1013,C-039,4,2025-08-22
SO-20250822-06810,S-1014,C-023,2,2025-08-22
SO-20250822-06811,S-1014,C-017,6,2025-08-22
SO-20250822-06812,S-1015,C-020,1,2025-08-22
